,flux,flux_err,lum,lum_err,radius,radius_err,temp,temp_err,jd,band,sub,site,phase,filter
252,3.044446529103894e-17,1.1221180414385908e-17,,,,,,,2459069.8753935,V,True,88,75.24539350019768,V
253,3.139832068882862e-17,1.1310504924163982e-17,,,,,,,2459070.8753935,V,True,88,76.24539350019768,V
254,3.246999473892285e-17,1.1404135514515313e-17,,,,,,,2459071.8753935,V,True,88,77.24539350019768,V
255,3.3119322162359645e-17,1.1522634400655765e-17,,,,,,,2459072.8753935,V,True,88,78.24539350019768,V
256,3.3016500247669044e-17,1.1681891755428639e-17,,,,,,,2459073.8753935,V,True,88,79.24539350019768,V
257,3.250092289839565e-17,1.1749803535246967e-17,,,,,,,2459074.8753935,V,True,88,80.24539350019768,V
258,3.17946435844903e-17,1.1735249358048403e-17,,,,,,,2459075.8753935,V,True,88,81.24539350019768,V
259,3.089155100919751e-17,1.1674170837761502e-17,,,,,,,2459076.8753935,V,True,88,82.24539350019768,V
260,2.981220825842592e-17,1.1473516511715056e-17,,,,,,,2459077.8753935,V,True,88,83.24539350019768,V
261,2.8924177826019976e-17,1.1380814274359724e-17,,,,,,,2459078.8753935,V,True,88,84.24539350019768,V
262,2.8738247501207414e-17,1.1436174860330684e-17,,,,,,,2459079.8753935,V,True,88,85.24539350019768,V
263,2.934616677484427e-17,1.1420588605628797e-17,,,,,,,2459080.8753935,V,True,88,86.24539350019768,V
264,3.029346974761644e-17,1.1514091820148137e-17,,,,,,,2459081.8753935,V,True,88,87.24539350019768,V
265,3.0750488505595446e-17,1.2238389747309364e-17,,,,,,,2459082.8753935,V,True,88,88.24539350019768,V
266,3.006660535708437e-17,1.3176387353188341e-17,,,,,,,2459083.8753935,V,True,88,89.24539350019768,V
267,6.202759670170301e-17,4.252923086896577e-18,,,,,,,2458995.8753935,r,True,88,1.2453935001976788,r
268,1.0183695365114805e-16,2.1812188687112827e-18,,,,,,,2458996.8753935,r,True,88,2.245393500197679,r
269,1.5405798283827172e-16,2.022559889942987e-18,,,,,,,2458997.8753935,r,True,88,3.245393500197679,r
270,2.110449818538204e-16,2.9359859409014837e-18,,,,,,,2458998.8753935,r,True,88,4.245393500197679,r
271,2.618761786925915e-16,3.6815289394693736e-18,,,,,,,2458999.8753935,r,True,88,5.245393500197679,r
272,2.989434942329317e-16,5.362558256747524e-18,,,,,,,2459000.8753935,r,True,88,6.245393500197679,r
273,3.2031523968018372e-16,7.496214917316053e-18,,,,,,,2459001.8753935,r,True,88,7.245393500197679,r
274,3.306780794702791e-16,8.999902824000147e-18,,,,,,,2459002.8753935,r,True,88,8.245393500197679,r
275,3.3717784596247073e-16,9.88947461219924e-18,,,,,,,2459003.8753935,r,True,88,9.245393500197679,r
276,3.437606917977012e-16,9.955390470752807e-18,,,,,,,2459004.8753935,r,True,88,10.245393500197679,r
277,3.504428443501708e-16,9.101156867792052e-18,,,,,,,2459005.8753935,r,True,88,11.245393500197679,r
278,3.55015457018068e-16,7.634380579812285e-18,,,,,,,2459006.8753935,r,True,88,12.245393500197679,r
279,3.550546824092241e-16,6.370151038688178e-18,,,,,,,2459007.8753935,r,True,88,13.245393500197679,r
280,3.4912543834754136e-16,6.1785256413875075e-18,,,,,,,2459008.8753935,r,True,88,14.245393500197679,r
281,3.373216200590185e-16,5.7546528849960975e-18,,,,,,,2459009.8753935,r,True,88,15.245393500197679,r
282,3.208674501595308e-16,4.959042982465564e-18,,,,,,,2459010.8753935,r,True,88,16.24539350019768,r
283,3.0164713576896707e-16,5.190112085958351e-18,,,,,,,2459011.8753935,r,True,88,17.24539350019768,r
284,2.824578842232154e-16,5.06687834734707e-18,,,,,,,2459012.8753935,r,True,88,18.24539350019768,r
285,2.648703327677121e-16,4.22197788759469e-18,,,,,,,2459013.8753935,r,True,88,19.24539350019768,r
286,2.472672331397333e-16,4.34737131510109e-18,,,,,,,2459014.8753935,r,True,88,20.24539350019768,r
287,2.2843261706321646e-16,4.7674710204253666e-18,,,,,,,2459015.8753935,r,True,88,21.24539350019768,r
288,2.0978020197289662e-16,3.883997430329347e-18,,,,,,,2459016.8753935,r,True,88,22.24539350019768,r
289,1.939301760004099e-16,2.1951364585657152e-18,,,,,,,2459017.8753935,r,True,88,23.24539350019768,r
290,1.8204670095496252e-16,3.3593376007117063e-18,,,,,,,2459018.8753935,r,True,88,24.24539350019768,r
291,1.7253786518041035e-16,4.443150469414277e-18,,,,,,,2459019.8753935,r,True,88,25.24539350019768,r
292,1.630147104749159e-16,3.668913895148518e-18,,,,,,,2459020.8753935,r,True,88,26.24539350019768,r
293,1.538823308806943e-16,1.8636239068143666e-18,,,,,,,2459021.8753935,r,True,88,27.24539350019768,r
294,1.4696393507736581e-16,3.3427134304866866e-18,,,,,,,2459022.8753935,r,True,88,28.24539350019768,r
295,1.422804294128516e-16,5.431499320543216e-18,,,,,,,2459023.8753935,r,True,88,29.24539350019768,r
296,1.3865775600710579e-16,6.293985092574837e-18,,,,,,,2459024.8753935,r,True,88,30.24539350019768,r
297,1.3409737947494414e-16,6.1364590404925265e-18,,,,,,,2459025.8753935,r,True,88,31.24539350019768,r
298,1.2651152138481774e-16,5.941902418839303e-18,,,,,,,2459026.8753935,r,True,88,32.24539350019768,r
299,1.1585350500960104e-16,6.767302550064797e-18,,,,,,,2459027.8753935,r,True,88,33.24539350019768,r
300,1.0423331237370783e-16,8.96180277306686e-18,,,,,,,2459028.8753935,r,True,88,34.24539350019768,r
301,9.381623275798287e-17,1.2452419887854529e-17,,,,,,,2459029.8753935,r,True,88,35.24539350019768,r
302,8.565986098430165e-17,1.6590926841587952e-17,,,,,,,2459030.8753935,r,True,88,36.24539350019768,r
303,7.985533076833744e-17,2.0648895927019972e-17,,,,,,,2459031.8753935,r,True,88,37.24539350019768,r
304,7.590822942807601e-17,2.3894010549153077e-17,,,,,,,2459032.8753935,r,True,88,38.24539350019768,r
305,7.312078142583547e-17,2.5518620378148646e-17,,,,,,,2459033.8753935,r,True,88,39.24539350019768,r
306,7.083425824927862e-17,2.5003492442806545e-17,,,,,,,2459034.8753935,r,True,88,40.24539350019768,r
307,6.858998651779586e-17,2.2346120701385177e-17,,,,,,,2459035.8753935,r,True,88,41.24539350019768,r
308,6.632418816793433e-17,1.80047146638208e-17,,,,,,,2459036.8753935,r,True,88,42.24539350019768,r
309,6.446852475662667e-17,1.2846411704621092e-17,,,,,,,2459037.8753935,r,True,88,43.24539350019768,r
310,6.355698782425937e-17,8.549501061623033e-18,,,,,,,2459038.8753935,r,True,88,44.24539350019768,r
311,6.356441008570764e-17,7.109263463382691e-18,,,,,,,2459039.8753935,r,True,88,45.24539350019768,r
312,6.370557340835923e-17,7.491821819472854e-18,,,,,,,2459040.8753935,r,True,88,46.24539350019768,r
313,6.348180164245567e-17,8.359193119212846e-18,,,,,,,2459041.8753935,r,True,88,47.24539350019768,r
314,6.281717863606528e-17,1.033655941545768e-17,,,,,,,2459042.8753935,r,True,88,48.24539350019768,r
315,6.154986689951413e-17,1.2633164975964867e-17,,,,,,,2459043.8753935,r,True,88,49.24539350019768,r
316,5.948369427024515e-17,1.3869303546093773e-17,,,,,,,2459044.8753935,r,True,88,50.24539350019768,r
317,5.673477034080088e-17,1.3259255689177137e-17,,,,,,,2459045.8753935,r,True,88,51.24539350019768,r
318,5.393296624336902e-17,1.049740992654268e-17,,,,,,,2459046.8753935,r,True,88,52.24539350019768,r
319,5.1896171776978377e-17,6.034330130976381e-18,,,,,,,2459047.8753935,r,True,88,53.24539350019768,r
320,5.1041294117738044e-17,1.746427513378349e-18,,,,,,,2459048.8753935,r,True,88,54.24539350019768,r
321,5.10140529834541e-17,3.4358200814846108e-18,,,,,,,2459049.8753935,r,True,88,55.24539350019768,r
322,5.12501938606839e-17,5.0637370393434985e-18,,,,,,,2459050.8753935,r,True,88,56.24539350019768,r
323,5.150537891758643e-17,5.5628889231409306e-18,,,,,,,2459051.8753935,r,True,88,57.24539350019768,r
324,5.122808462583036e-17,5.5736838310296256e-18,,,,,,,2459052.8753935,r,True,88,58.24539350019768,r
325,5.0189194272170914e-17,5.406229689367728e-18,,,,,,,2459053.8753935,r,True,88,59.24539350019768,r
326,4.8811444938382386e-17,5.501958879429112e-18,,,,,,,2459054.8753935,r,True,88,60.24539350019768,r
327,4.746854669153767e-17,5.7825551799307384e-18,,,,,,,2459055.8753935,r,True,88,61.24539350019768,r
328,4.63768268747368e-17,6.3673805740698505e-18,,,,,,,2459056.8753935,r,True,88,62.24539350019768,r
329,4.561365636110334e-17,8.412454242237005e-18,,,,,,,2459057.8753935,r,True,88,63.24539350019768,r
330,4.482879752653051e-17,1.263054593221844e-17,,,,,,,2459058.8753935,r,True,88,64.24539350019768,r
331,4.3623803749576856e-17,1.7951059075525888e-17,,,,,,,2459059.8753935,r,True,88,65.24539350019768,r
332,4.1853206605126555e-17,2.2826887980221457e-17,,,,,,,2459060.8753935,r,True,88,66.24539350019768,r
333,3.96347561042412e-17,2.6077681585274117e-17,,,,,,,2459061.8753935,r,True,88,67.24539350019768,r
334,3.7263333530051526e-17,2.7097143853382454e-17,,,,,,,2459062.8753935,r,True,88,68.24539350019768,r
335,3.5095743077718625e-17,2.5856298058055477e-17,,,,,,,2459063.8753935,r,True,88,69.24539350019768,r
336,3.3441707281537195e-17,2.2687634232912484e-17,,,,,,,2459064.8753935,r,True,88,70.24539350019768,r
337,3.24762852013495e-17,1.8050563098981206e-17,,,,,,,2459065.8753935,r,True,88,71.24539350019768,r
338,3.224668259713341e-17,1.2726231929541573e-17,,,,,,,2459066.8753935,r,True,88,72.24539350019768,r
339,3.2699571249729356e-17,8.252572598898788e-18,,,,,,,2459067.8753935,r,True,88,73.24539350019768,r
340,3.366831155929239e-17,6.4129871247107284e-18,,,,,,,2459068.8753935,r,True,88,74.24539350019768,r
341,3.488283898617462e-17,6.332574992792762e-18,,,,,,,2459069.8753935,r,True,88,75.24539350019768,r
342,3.610753059911765e-17,6.155483414602705e-18,,,,,,,2459070.8753935,r,True,88,76.24539350019768,r
343,3.705354566115032e-17,5.924588712805375e-18,,,,,,,2459071.8753935,r,True,88,77.24539350019768,r
344,3.7169318532489997e-17,6.538917466678556e-18,,,,,,,2459072.8753935,r,True,88,78.24539350019768,r
345,3.6354670512172977e-17,7.737161383188494e-18,,,,,,,2459073.8753935,r,True,88,79.24539350019768,r
346,3.509657923981851e-17,8.195215511028707e-18,,,,,,,2459074.8753935,r,True,88,80.24539350019768,r
347,3.3768609879277974e-17,7.570139972708288e-18,,,,,,,2459075.8753935,r,True,88,81.24539350019768,r
348,3.2510544745425216e-17,6.60597060589193e-18,,,,,,,2459076.8753935,r,True,88,82.24539350019768,r
349,3.1404357237058887e-17,5.954278017533448e-18,,,,,,,2459077.8753935,r,True,88,83.24539350019768,r
350,3.0751513244228504e-17,5.996908898889732e-18,,,,,,,2459078.8753935,r,True,88,84.24539350019768,r
351,3.0860159168238207e-17,6.318234423145368e-18,,,,,,,2459079.8753935,r,True,88,85.24539350019768,r
352,3.1799734297555367e-17,6.217095271433756e-18,,,,,,,2459080.8753935,r,True,88,86.24539350019768,r
353,3.3343363988535065e-17,6.1699926084293306e-18,,,,,,,2459081.8753935,r,True,88,87.24539350019768,r
354,3.4776888673142565e-17,7.700758257015484e-18,,,,,,,2459082.8753935,r,True,88,88.24539350019768,r
355,3.530362017464264e-17,1.0173708003501759e-17,,,,,,,2459083.8753935,r,True,88,89.24539350019768,r
356,3.5862345800765385e-17,5.7876013575412246e-18,,,,,,,2458995.8753935,i,True,88,1.2453935001976788,i
357,5.786884218222509e-17,1.807384173484444e-18,,,,,,,2458996.8753935,i,True,88,2.245393500197679,i
358,8.792880651781845e-17,1.197509558346539e-18,,,,,,,2458997.8753935,i,True,88,3.245393500197679,i
359,1.228681527103232e-16,1.839232383562631e-18,,,,,,,2458998.8753935,i,True,88,4.245393500197679,i
360,1.545324477801189e-16,1.8371186202401936e-18,,,,,,,2458999.8753935,i,True,88,5.245393500197679,i
361,1.7551127028225723e-16,2.837836333095455e-18,,,,,,,2459000.8753935,i,True,88,6.245393500197679,i
362,1.847538267529447e-16,3.2167570407402957e-18,,,,,,,2459001.8753935,i,True,88,7.245393500197679,i
363,1.873601563104863e-16,2.0397437685513656e-18,,,,,,,2459002.8753935,i,True,88,8.245393500197679,i
364,1.895261588479416e-16,3.774131591472557e-18,,,,,,,2459003.8753935,i,True,88,9.245393500197679,i
365,1.9364228071274972e-16,6.059061837124912e-18,,,,,,,2459004.8753935,i,True,88,10.245393500197679,i
366,1.9847867691065135e-16,7.008661339197403e-18,,,,,,,2459005.8753935,i,True,88,11.245393500197679,i
367,2.0167754760177595e-16,6.846293864647709e-18,,,,,,,2459006.8753935,i,True,88,12.245393500197679,i
368,2.0186918542700423e-16,6.276732682986102e-18,,,,,,,2459007.8753935,i,True,88,13.245393500197679,i
369,1.9904129597891198e-16,5.943973143523353e-18,,,,,,,2459008.8753935,i,True,88,14.245393500197679,i
370,1.941314348301068e-16,4.861833645790807e-18,,,,,,,2459009.8753935,i,True,88,15.245393500197679,i
371,1.88436679527413e-16,3.3193576314153238e-18,,,,,,,2459010.8753935,i,True,88,16.24539350019768,i
372,1.8272445539897183e-16,3.93098028279681e-18,,,,,,,2459011.8753935,i,True,88,17.24539350019768,i
373,1.768424288982211e-16,4.137548805514869e-18,,,,,,,2459012.8753935,i,True,88,18.24539350019768,i
374,1.6992647932142611e-16,3.1283208591932067e-18,,,,,,,2459013.8753935,i,True,88,19.24539350019768,i
375,1.608780125500854e-16,3.753555091233897e-18,,,,,,,2459014.8753935,i,True,88,20.24539350019768,i
376,1.496383464416635e-16,4.651485255922298e-18,,,,,,,2459015.8753935,i,True,88,21.24539350019768,i
377,1.3776797978468368e-16,3.786597993336578e-18,,,,,,,2459016.8753935,i,True,88,22.24539350019768,i
378,1.2764202467767251e-16,1.7782069821935566e-18,,,,,,,2459017.8753935,i,True,88,23.24539350019768,i
379,1.2031685532009656e-16,3.2520132647259494e-18,,,,,,,2459018.8753935,i,True,88,24.24539350019768,i
380,1.1461622938398623e-16,4.5433783944888106e-18,,,,,,,2459019.8753935,i,True,88,25.24539350019768,i
381,1.0904469127316861e-16,3.735310852399026e-18,,,,,,,2459020.8753935,i,True,88,26.24539350019768,i
382,1.040567237662365e-16,1.4612158761036766e-18,,,,,,,2459021.8753935,i,True,88,27.24539350019768,i
383,1.0097828967046953e-16,3.6299000737207474e-18,,,,,,,2459022.8753935,i,True,88,28.24539350019768,i
384,9.96528194734405e-17,6.3727730795465826e-18,,,,,,,2459023.8753935,i,True,88,29.24539350019768,i
385,9.866465653952206e-17,7.216585821252118e-18,,,,,,,2459024.8753935,i,True,88,30.24539350019768,i
386,9.623042011299312e-17,6.218111521785808e-18,,,,,,,2459025.8753935,i,True,88,31.24539350019768,i
387,9.142594943846628e-17,5.716464352171904e-18,,,,,,,2459026.8753935,i,True,88,32.24539350019768,i
388,8.534987014682619e-17,8.306531553276447e-18,,,,,,,2459027.8753935,i,True,88,33.24539350019768,i
389,7.985551063780192e-17,1.1770327658413609e-17,,,,,,,2459028.8753935,i,True,88,34.24539350019768,i
390,7.599024651639677e-17,1.4099038569595838e-17,,,,,,,2459029.8753935,i,True,88,35.24539350019768,i
391,7.374432822528599e-17,1.4973487539306366e-17,,,,,,,2459030.8753935,i,True,88,36.24539350019768,i
392,7.24375784685392e-17,1.5194238794259794e-17,,,,,,,2459031.8753935,i,True,88,37.24539350019768,i
393,7.115533715115074e-17,1.56580168034436e-17,,,,,,,2459032.8753935,i,True,88,38.24539350019768,i
394,6.910646567121497e-17,1.6014200823086396e-17,,,,,,,2459033.8753935,i,True,88,39.24539350019768,i
395,6.578618079900724e-17,1.5445240311874572e-17,,,,,,,2459034.8753935,i,True,88,40.24539350019768,i
396,6.109653788534627e-17,1.373526682333844e-17,,,,,,,2459035.8753935,i,True,88,41.24539350019768,i
397,5.557101625772094e-17,1.0948540278192604e-17,,,,,,,2459036.8753935,i,True,88,42.24539350019768,i
398,5.048156739094888e-17,6.882176632871747e-18,,,,,,,2459037.8753935,i,True,88,43.24539350019768,i
399,4.7198104898449835e-17,2.710249400571235e-18,,,,,,,2459038.8753935,i,True,88,44.24539350019768,i
400,4.612052740273549e-17,5.547445021256734e-18,,,,,,,2459039.8753935,i,True,88,45.24539350019768,i
401,4.6190624420631773e-17,9.660780200462698e-18,,,,,,,2459040.8753935,i,True,88,46.24539350019768,i
402,4.623518393378578e-17,1.199400248987515e-17,,,,,,,2459041.8753935,i,True,88,47.24539350019768,i
403,4.562614745804109e-17,1.267268454163451e-17,,,,,,,2459042.8753935,i,True,88,48.24539350019768,i
404,4.412858189053974e-17,1.2765509780381084e-17,,,,,,,2459043.8753935,i,True,88,49.24539350019768,i
405,4.1822945609207726e-17,1.3062878508178764e-17,,,,,,,2459044.8753935,i,True,88,50.24539350019768,i
406,3.910001235856074e-17,1.2722910902581295e-17,,,,,,,2459045.8753935,i,True,88,51.24539350019768,i
407,3.6598861518380034e-17,1.0524972964558322e-17,,,,,,,2459046.8753935,i,True,88,52.24539350019768,i
408,3.4987032578255785e-17,6.294204834406665e-18,,,,,,,2459047.8753935,i,True,88,53.24539350019768,i
409,3.4649302494939176e-17,1.449364671850297e-18,,,,,,,2459048.8753935,i,True,88,54.24539350019768,i
410,3.5384125097607866e-17,4.623740172159829e-18,,,,,,,2459049.8753935,i,True,88,55.24539350019768,i
411,3.650147471817312e-17,8.169716817126568e-18,,,,,,,2459050.8753935,i,True,88,56.24539350019768,i
412,3.738947266316874e-17,1.0450864669937059e-17,,,,,,,2459051.8753935,i,True,88,57.24539350019768,i
413,3.750347259004498e-17,1.2044200336636801e-17,,,,,,,2459052.8753935,i,True,88,58.24539350019768,i
414,3.671548775898373e-17,1.2912697955633444e-17,,,,,,,2459053.8753935,i,True,88,59.24539350019768,i
415,3.5383276971187896e-17,1.2996301045744177e-17,,,,,,,2459054.8753935,i,True,88,60.24539350019768,i
416,3.3988947620491086e-17,1.2946826417003543e-17,,,,,,,2459055.8753935,i,True,88,61.24539350019768,i
417,3.291369958403078e-17,1.3475873435218883e-17,,,,,,,2459056.8753935,i,True,88,62.24539350019768,i
418,3.226299438023861e-17,1.4117203533708798e-17,,,,,,,2459057.8753935,i,True,88,63.24539350019768,i
419,3.174993925658188e-17,1.4256912831873978e-17,,,,,,,2459058.8753935,i,True,88,64.24539350019768,i
420,3.1001691704983436e-17,1.42082748439042e-17,,,,,,,2459059.8753935,i,True,88,65.24539350019768,i
421,2.9829606377032415e-17,1.4416247660789638e-17,,,,,,,2459060.8753935,i,True,88,66.24539350019768,i
422,2.8320690892718e-17,1.4327825089164486e-17,,,,,,,2459061.8753935,i,True,88,67.24539350019768,i
423,2.6764110640185325e-17,1.346444977314606e-17,,,,,,,2459062.8753935,i,True,88,68.24539350019768,i
424,2.551062359946901e-17,1.2628376400438493e-17,,,,,,,2459063.8753935,i,True,88,69.24539350019768,i
425,2.483016671483079e-17,1.2895807804279725e-17,,,,,,,2459064.8753935,i,True,88,70.24539350019768,i
426,2.4800272787957025e-17,1.3596288469149418e-17,,,,,,,2459065.8753935,i,True,88,71.24539350019768,i
427,2.5345710781286017e-17,1.381816034588601e-17,,,,,,,2459066.8753935,i,True,88,72.24539350019768,i
428,2.6327421483783733e-17,1.401922656850453e-17,,,,,,,2459067.8753935,i,True,88,73.24539350019768,i
429,2.7598090348910097e-17,1.4861876246560478e-17,,,,,,,2459068.8753935,i,True,88,74.24539350019768,i
430,2.898613684505946e-17,1.5623370627879356e-17,,,,,,,2459069.8753935,i,True,88,75.24539350019768,i
431,3.01783898789397e-17,1.5332239140112652e-17,,,,,,,2459070.8753935,i,True,88,76.24539350019768,i
432,3.074250886552823e-17,1.413549913956872e-17,,,,,,,2459071.8753935,i,True,88,77.24539350019768,i
433,3.03187992296898e-17,1.367282907699221e-17,,,,,,,2459072.8753935,i,True,88,78.24539350019768,i
434,2.8989508570616925e-17,1.554377256122597e-17,,,,,,,2459073.8753935,i,True,88,79.24539350019768,i
435,2.714926438064339e-17,1.8685152321471005e-17,,,,,,,2459074.8753935,i,True,88,80.24539350019768,i
436,2.516671745900207e-17,2.1278510662578385e-17,,,,,,,2459075.8753935,i,True,88,81.24539350019768,i
437,2.3305005519461014e-17,2.2384241607029547e-17,,,,,,,2459076.8753935,i,True,88,82.24539350019768,i
438,2.176365811899842e-17,2.1652063152653318e-17,,,,,,,2459077.8753935,i,True,88,83.24539350019768,i
439,2.079941429040499e-17,1.9211918537480442e-17,,,,,,,2459078.8753935,i,True,88,84.24539350019768,i
440,2.0589673469636205e-17,1.591986846351019e-17,,,,,,,2459079.8753935,i,True,88,85.24539350019768,i
441,2.1281944836540248e-17,1.411461188534159e-17,,,,,,,2459080.8753935,i,True,88,86.24539350019768,i
442,2.296849147629425e-17,1.669620532109948e-17,,,,,,,2459081.8753935,i,True,88,87.24539350019768,i
443,2.5304086332329567e-17,2.2706177053610698e-17,,,,,,,2459082.8753935,i,True,88,88.24539350019768,i
444,2.7659426719688286e-17,2.962692867228472e-17,,,,,,,2459083.8753935,i,True,88,89.24539350019768,i
445,2.208765957041215e-13,8.602777498841287e-15,4.898311983375599e+41,1.9078113721625955e+40,,,,,2458995.8753935,Bolo,True,70,1.2453935001976788,Bolo
446,3.705866347400318e-13,5.280631660360432e-15,8.218385239229144e+41,1.1710693593080156e+40,,,,,2458996.8753935,Bolo,True,70,2.245393500197679,Bolo
447,5.63763703467426e-13,4.812296436424905e-15,1.2502413375593238e+42,1.0672081044599315e+40,,,,,2458997.8753935,Bolo,True,70,3.245393500197679,Bolo
448,7.706386742443573e-13,6.0197476301486645e-15,1.70902156512791e+42,1.334980823099668e+40,,,,,2458998.8753935,Bolo,True,70,4.245393500197679,Bolo
449,9.527524997640073e-13,7.099422470096153e-15,2.1128897663004064e+42,1.574416974757325e+40,,,,,2458999.8753935,Bolo,True,70,5.245393500197679,Bolo
450,1.0829837820417884e-12,9.618611425766256e-15,2.4016996551698225e+42,2.1330897218905843e+40,,,,,2459000.8753935,Bolo,True,70,6.245393500197679,Bolo
451,1.1527385934536888e-12,1.2748665189165866e-14,2.5563927441083712e+42,2.827232069068391e+40,,,,,2459001.8753935,Bolo,True,70,7.245393500197679,Bolo
452,1.1759360954991446e-12,1.4688819340281702e-14,2.607837127290484e+42,3.2574940575652245e+40,,,,,2459002.8753935,Bolo,True,70,8.245393500197679,Bolo
453,1.1758991262837968e-12,1.6397304548459783e-14,2.607755141804442e+42,3.636379540744667e+40,,,,,2459003.8753935,Bolo,True,70,9.245393500197679,Bolo
454,1.163647235454115e-12,1.7443498788535248e-14,2.580584502254001e+42,3.86839080326724e+40,,,,,2459004.8753935,Bolo,True,70,10.245393500197679,Bolo
455,1.1475199403179274e-12,1.612307393136222e-14,2.544819498373354e+42,3.5755642645197095e+40,,,,,2459005.8753935,Bolo,True,70,11.245393500197679,Bolo
456,1.1214647355356172e-12,1.3926153590039977e-14,2.4870376761718392e+42,3.0883600317618047e+40,,,,,2459006.8753935,Bolo,True,70,12.245393500197679,Bolo
457,1.0865066191098557e-12,1.1851502394984904e-14,2.409512142034254e+42,2.6282710496011125e+40,,,,,2459007.8753935,Bolo,True,70,13.245393500197679,Bolo
458,1.0389386684918165e-12,1.1158367740486133e-14,2.3040221684160982e+42,2.4745567199592193e+40,,,,,2459008.8753935,Bolo,True,70,14.245393500197679,Bolo
459,9.777496613088304e-13,9.7487210477782e-15,2.1683251987214116e+42,2.1619437305564602e+40,,,,,2459009.8753935,Bolo,True,70,15.245393500197679,Bolo
460,9.070386339136852e-13,8.174304959243212e-15,2.011511539156315e+42,1.81279034159256e+40,,,,,2459010.8753935,Bolo,True,70,16.24539350019768,Bolo
461,8.314376127108828e-13,8.172760755798766e-15,1.8438534914882932e+42,1.8124478883682822e+40,,,,,2459011.8753935,Bolo,True,70,17.24539350019768,Bolo
462,7.611968427085756e-13,8.115964364741564e-15,1.68808270720623e+42,1.7998523282981396e+40,,,,,2459012.8753935,Bolo,True,70,18.24539350019768,Bolo
463,7.020158374001898e-13,6.971280754421586e-15,1.5568388211955087e+42,1.545999382596505e+40,,,,,2459013.8753935,Bolo,True,70,19.24539350019768,Bolo
464,6.498689832795827e-13,7.74523597300734e-15,1.4411943548272912e+42,1.71763703889546e+40,,,,,2459014.8753935,Bolo,True,70,20.24539350019768,Bolo
465,5.986147883831242e-13,8.867514859228715e-15,1.3275295112257077e+42,1.9665213581934378e+40,,,,,2459015.8753935,Bolo,True,70,21.24539350019768,Bolo
466,5.509233843718958e-13,7.196517156870956e-15,1.2217657588337902e+42,1.5959493632946893e+40,,,,,2459016.8753935,Bolo,True,70,22.24539350019768,Bolo
467,5.11244681420166e-13,4.481060850078245e-15,1.13377152588499e+42,9.937510124239921e+39,,,,,2459017.8753935,Bolo,True,70,23.24539350019768,Bolo
468,4.810515300963829e-13,6.171692148144418e-15,1.066813107554751e+42,1.368677089149688e+40,,,,,2459018.8753935,Bolo,True,70,24.24539350019768,Bolo
469,4.559128556570601e-13,8.1654758793701e-15,1.0110638463621978e+42,1.8108323438424239e+40,,,,,2459019.8753935,Bolo,True,70,25.24539350019768,Bolo
470,4.284378348318603e-13,7.112954600162864e-15,9.501333420131305e+41,1.577417953410365e+40,,,,,2459020.8753935,Bolo,True,70,26.24539350019768,Bolo
471,4.019008724096512e-13,5.064970901055873e-15,8.912831407861873e+41,1.1232429393888823e+40,,,,,2459021.8753935,Bolo,True,70,27.24539350019768,Bolo
472,3.7974591239180497e-13,6.9258434265537214e-15,8.421507708306143e+41,1.5359228868556048e+40,,,,,2459022.8753935,Bolo,True,70,28.24539350019768,Bolo
473,3.6370735441571665e-13,1.0148298989530153e-14,8.065825566067884e+41,2.2505568954839944e+40,,,,,2459023.8753935,Bolo,True,70,29.24539350019768,Bolo
474,3.519322662112729e-13,1.1829710167415438e-14,7.80469307498951e+41,2.623438254659318e+40,,,,,2459024.8753935,Bolo,True,70,30.24539350019768,Bolo
475,3.4185405454740115e-13,1.1568635432844255e-14,7.581191690396134e+41,2.56554051783347e+40,,,,,2459025.8753935,Bolo,True,70,31.24539350019768,Bolo
476,3.2461029018379697e-13,1.1778591788122308e-14,7.198782058667219e+41,2.6121018897056646e+40,,,,,2459026.8753935,Bolo,True,70,32.24539350019768,Bolo
477,3.00024854810501e-13,1.3596121296503438e-14,6.6535584584862296e+41,3.0151697902526275e+40,,,,,2459027.8753935,Bolo,True,70,33.24539350019768,Bolo
478,2.736131732825804e-13,1.7868813200711527e-14,6.0678347618813856e+41,3.962711465681654e+40,,,,,2459028.8753935,Bolo,True,70,34.24539350019768,Bolo
479,2.4886748986895873e-13,2.2222381000371755e-14,5.51905739044754e+41,4.928188738433551e+40,,,,,2459029.8753935,Bolo,True,70,35.24539350019768,Bolo
480,2.300738523466553e-13,2.758063081226445e-14,5.10227670079026e+41,6.116471235265983e+40,,,,,2459030.8753935,Bolo,True,70,36.24539350019768,Bolo
481,2.172991460371519e-13,3.325371136559489e-14,4.8189759880077856e+41,7.374572772391182e+40,,,,,2459031.8753935,Bolo,True,70,37.24539350019768,Bolo
482,2.0742696176679316e-13,3.7951261783851745e-14,4.600043609231155e+41,8.416334007116209e+40,,,,,2459032.8753935,Bolo,True,70,38.24539350019768,Bolo
483,2.022546562210532e-13,4.128630516212021e-14,4.485338988057442e+41,9.155936267499332e+40,,,,,2459033.8753935,Bolo,True,70,39.24539350019768,Bolo
484,1.9851129269614753e-13,3.938969908175024e-14,4.4023235723511225e+41,8.735331800031715e+40,,,,,2459034.8753935,Bolo,True,70,40.24539350019768,Bolo
