,flux,flux_err,mag,mag_err,jd,band,sub,site,phase,filter
33,3.4929681836339403e-17,1.836179863161188e-17,20.574858552582644,0.570771749905023,2459028.8753935,B,True,88,34.24539350019768,B
34,3.130653017682929e-17,1.97501291023363e-17,20.69375480819322,0.6849724270122406,2459029.8753935,B,True,88,35.24539350019768,B
35,2.88994458518203e-17,2.1265833856927427e-17,20.780611615582934,0.7989575460474593,2459030.8753935,B,True,88,36.24539350019768,B
36,2.805220409972528e-17,2.3271940559110487e-17,20.812914542696937,0.9007209542434039,2459031.8753935,B,True,88,37.24539350019768,B
37,2.862164288147436e-17,2.5418853407332636e-17,20.791097138021193,0.9642388006234798,2459032.8753935,B,True,88,38.24539350019768,B
38,3.01502812056471e-17,2.659718694341698e-17,20.734607206346865,0.957791326428825,2459033.8753935,B,True,88,39.24539350019768,B
39,3.2048646696489924e-17,2.5768352970227464e-17,20.668311253006397,0.8729869468483364,2459034.8753935,B,True,88,40.24539350019768,B
40,3.371666090138038e-17,2.2426336900135375e-17,20.613222317352413,0.7221812642048158,2459035.8753935,B,True,88,41.24539350019768,B
41,3.464349457051588e-17,1.671980490648765e-17,20.583777939503527,0.5240083055376057,2459036.8753935,B,True,88,42.24539350019768,B
42,3.449786651500156e-17,9.546750988761527e-18,20.588351827262862,0.3004521691643467,2459037.8753935,B,True,88,43.24539350019768,B
43,3.318762019038755e-17,3.7888811560903165e-18,20.630394759133214,0.12394678695624256,2459038.8753935,B,True,88,44.24539350019768,B
44,3.094390936801952e-17,6.6500033400537575e-18,20.706400706026656,0.2333569798103869,2459039.8753935,B,True,88,45.24539350019768,B
45,2.8438595610787943e-17,1.0438434108227922e-17,20.79806832709806,0.39854347532749856,2459040.8753935,B,True,88,46.24539350019768,B
46,2.668839501260522e-17,1.2801614074950443e-17,20.867027586475846,0.5208024928792353,2459041.8753935,B,True,88,47.24539350019768,B
47,2.6392176715167833e-17,1.4459676327472237e-17,20.8791441897308,0.5948490181383355,2459042.8753935,B,True,88,48.24539350019768,B
48,2.7269642663137514e-17,1.5302157415715654e-17,20.843635218993725,0.6092538387484375,2459043.8753935,B,True,88,49.24539350019768,B
49,2.839075268681128e-17,1.5055024372370243e-17,20.799890844480633,0.5757461894729385,2459044.8753935,B,True,88,50.24539350019768,B
50,2.8947335895855046e-17,1.3777176675693775e-17,20.77881054097713,0.5167454643677951,2459045.8753935,B,True,88,51.24539350019768,B
51,2.8785447903195026e-17,1.1208838923761425e-17,20.78489974200541,0.42277438286359675,2459046.8753935,B,True,88,52.24539350019768,B
52,2.817791647168139e-17,7.376501763072281e-18,20.80806050234041,0.2842200156210115,2459047.8753935,B,True,88,53.24539350019768,B
53,2.7256068857508217e-17,4.313955232887012e-18,20.84417570189009,0.17184253165037738,2459048.8753935,B,True,88,54.24539350019768,B
54,2.5854829004167304e-17,6.3112945981792864e-18,20.901481586292583,0.26505191388815985,2459049.8753935,B,True,88,55.24539350019768,B
55,2.433999323553875e-17,9.644726077992911e-18,20.96703380454593,0.4302389470993352,2459050.8753935,B,True,88,56.24539350019768,B
56,2.3399721564836917e-17,1.2297617137505156e-17,21.009805991436316,0.5706099125282369,2459051.8753935,B,True,88,57.24539350019768,B
57,2.3014069900821862e-17,1.4484388019696066e-17,21.027848503179907,0.683332500060724,2459052.8753935,B,True,88,58.24539350019768,B
58,2.3093414778205043e-17,1.6488413086090684e-17,21.024111908290784,0.7751997223113055,2459053.8753935,B,True,88,59.24539350019768,B
59,2.392798639776276e-17,1.837647389598324e-17,20.98556918379617,0.8338318269379186,2459054.8753935,B,True,88,60.24539350019768,B
60,2.5419452943344052e-17,1.9959718764191626e-17,20.919920939028646,0.8525351534335112,2459055.8753935,B,True,88,61.24539350019768,B
61,2.7210073653391522e-17,2.1309086542118176e-17,20.84601236495141,0.8502753182592693,2459056.8753935,B,True,88,62.24539350019768,B
62,2.900581073914512e-17,2.3060041172235332e-17,20.776622835176347,0.8631725102471114,2459057.8753935,B,True,88,63.24539350019768,B
63,3.038337635679085e-17,2.5991189963631213e-17,20.726243143309397,0.928777224245035,2459058.8753935,B,True,88,64.24539350019768,B
64,3.102833659706297e-17,3.005544866430943e-17,20.70343583603196,1.0516909145600062,2459059.8753935,B,True,88,65.24539350019768,B
65,3.08763358323697e-17,3.424898771221695e-17,20.70876788145138,1.2043369711328065,2459060.8753935,B,True,88,66.24539350019768,B
66,3.003785463374897e-17,3.742938810040735e-17,20.73866107868101,1.3529169346692298,2459061.8753935,B,True,88,67.24539350019768,B
67,2.8731294302808037e-17,3.8826471066035777e-17,20.786946571532003,1.467234491753531,2459062.8753935,B,True,88,68.24539350019768,B
68,2.723227854181565e-17,3.81618529727135e-17,20.84512509868851,1.521494397639431,2459063.8753935,B,True,88,69.24539350019768,B
69,2.5831771756255874e-17,3.5657696642390765e-17,20.90244893705602,1.4987245221192147,2459064.8753935,B,True,88,70.24539350019768,B
70,2.4793969744939297e-17,3.2037282649802234e-17,20.94696787472614,1.4029160107052716,2459065.8753935,B,True,88,71.24539350019768,B
71,2.431080435696218e-17,2.8443915467536514e-17,20.968333739880716,1.2703217021012365,2459066.8753935,B,True,88,72.24539350019768,B
72,2.442902953650428e-17,2.6007137966272006e-17,20.963066687876776,1.1558770263550002,2459067.8753935,B,True,88,73.24539350019768,B
73,2.4929472739480833e-17,2.5026517163013285e-17,20.941049745217978,1.089964458221936,2459068.8753935,B,True,88,74.24539350019768,B
74,2.541887394770715e-17,2.4911680195442055e-17,20.919941554423275,1.0640725528671504,2459069.8753935,B,True,88,75.24539350019768,B
75,2.5980211549820797e-17,2.5089253364031597e-17,20.896226107068525,1.0485033454358696,2459070.8753935,B,True,88,76.24539350019768,B
76,2.695042858117226e-17,2.5287140940614707e-17,20.85641950997619,1.0187310938804361,2459071.8753935,B,True,88,77.24539350019768,B
77,2.7966520502970175e-17,2.5295859644774057e-17,20.816236821776013,0.9820557536349476,2459072.8753935,B,True,88,78.24539350019768,B
78,2.854724841102278e-17,2.5166465272573435e-17,20.79392153967895,0.9571554592053827,2459073.8753935,B,True,88,79.24539350019768,B
79,2.876400888518277e-17,2.5116087258903927e-17,20.78570847026689,0.9480405000577835,2459074.8753935,B,True,88,80.24539350019768,B
80,2.8623059889169574e-17,2.5238450030636177e-17,20.791042004468107,0.9573508484900144,2459075.8753935,B,True,88,81.24539350019768,B
81,2.8000253542025854e-17,2.5340094499594184e-17,20.814928070751836,0.9825878292104291,2459076.8753935,B,True,88,82.24539350019768,B
82,2.6896033764070656e-17,2.5254414676515858e-17,20.85861358112881,1.0194711303808988,2459077.8753935,B,True,88,83.24539350019768,B
83,2.5692581429383878e-17,2.514669732963317e-17,20.90831429557929,1.0626708424159168,2459078.8753935,B,True,88,84.24539350019768,B
84,2.5023847621532002e-17,2.512336951773577e-17,20.936946932980707,1.0900545791559817,2459079.8753935,B,True,88,85.24539350019768,B
85,2.5036240332058606e-17,2.518158249656237e-17,20.93640929102345,1.092039261847048,2459080.8753935,B,True,88,86.24539350019768,B
86,2.520722424151688e-17,2.5418400598158768e-17,20.92901943837377,1.0948320622413137,2459081.8753935,B,True,88,87.24539350019768,B
87,2.4848447536879785e-17,2.587764140872367e-17,20.94458477282234,1.1307092159384562,2459082.8753935,B,True,88,88.24539350019768,B
