,mag,mag_err,jd,band,filter,phase,sub,site
0,19.7365269091397,1.069236602619744,2458232.8518981,i,i,-761.7781018996611,True,0
1,18.54521993180344,0.4212101201132562,2458249.8166319,i,i,-744.8133680997416,True,0
2,19.845949304312384,3.0746938403851587,2458272.8598727,i,i,-721.7701272997074,True,0
3,19.86666712728061,-3.2350906596809623,2458277.8109144,i,i,-716.8190855998546,True,0
4,19.826761892677496,-10.867288993448964,2458281.8108912,i,i,-712.8191088000312,True,0
5,19.640197381245866,0.7010286166207921,2458290.6767245,i,i,-703.9532754998654,True,0
6,19.57865939347175,-3.666619148104457,2458294.8414468,i,i,-699.7885531997308,True,0
7,18.46424307665465,-1.0805256039017634,2458308.6834954,i,i,-685.9465045998804,True,0
8,19.72074899391997,-3.323630644210179,2458312.677963,i,i,-681.9520370000973,True,0
9,19.70506223995764,0.6819528546333948,2458320.7472569,i,i,-673.8827430997044,True,0
10,19.364591740644155,-3.138093968289486,2458325.8116204,i,i,-668.8183796000667,True,0
11,19.593834410666616,0.5581234086103384,2458331.8276852,i,i,-662.8023147997446,True,0
12,19.56789417641148,-5.77752576738125,2458338.6530093,i,i,-655.9769906997681,True,0
13,19.195942800614475,-4.413855226727232,2458342.8629514,i,i,-651.7670485996641,True,0
14,19.64598033347381,-1.0309737794379883,2458345.6639699,i,i,-648.9660300998949,True,0
15,19.06183585753111,0.6354535879090213,2458347.8602662,i,i,-646.7697338000871,True,0
16,19.535934789767627,2.1132202150039943,2458366.7817361,i,i,-627.8482638997957,True,0
17,19.22292955004097,0.4713697996495302,2458371.7815509,i,i,-622.8484490998089,True,0
18,19.98731197922484,-2.0297072108012286,2458379.6422569,i,i,-614.9877430996858,True,0
19,19.18564480244381,6.214169123399395,2458539.0594097,i,i,-455.57059030001983,True,0
20,18.842125317331067,-1.7316114989845917,2458544.0533565,i,i,-450.5766435000114,True,0
21,19.550949552012973,1.3300067185429283,2458557.0369676,i,i,-437.5930323996581,True,0
22,19.48367885623054,-1.0060463774463966,2458568.9684722,i,i,-425.6615277999081,True,0
23,19.39439658883472,-28.173220713849425,2458572.9010417,i,i,-421.7289582998492,True,0
24,19.5520805084246,-4.544225728100748,2458582.0079745,i,i,-412.6220255000517,True,0
25,19.67346086670227,-1.7889498351142994,2458587.0089931,i,i,-407.62100689997897,True,0
26,19.68760876896573,2.0250370535443567,2458596.8954398,i,i,-397.7345602000132,True,0
27,19.449249428685167,-35.034577787935845,2458605.9665625,i,i,-388.6634374996647,True,0
28,19.40356036609172,-49.73352778684434,2458616.8195602,i,i,-377.8104397999123,True,0
29,19.33349430619492,-4.47641618804563,2458627.9534606,i,i,-366.6765393996611,True,0
30,19.555602374103863,1.2666897796451524,2458633.7751968,i,i,-360.8548031998798,True,0
31,19.55023011229797,2.109556896097468,2458637.7830208,i,i,-356.8469791999087,True,0
32,19.57925688500389,965.8330954366628,2458641.7651852,i,i,-352.86481479974464,True,0
33,19.61689543385356,-2.7539117705945366,2458645.7576968,i,i,-348.87230319995433,True,0
34,19.459051008649205,1.0944303618875275,2458652.7569097,i,i,-341.8730902997777,True,0
35,19.54738442373455,4.140008169738169,2458659.6804167,i,i,-334.9495832999237,True,0
36,19.55217928513948,3.853190025150109,2458663.6840046,i,i,-330.9459953997284,True,0
37,19.54226982844828,1.9458792546580483,2458667.6798495,i,i,-326.9501505000517,True,0
38,19.48293721784136,2.242267222790728,2458671.6812384,i,i,-322.9487616000697,True,0
39,19.386916531634583,-3.578178456834938,2458675.7175579,i,i,-318.91244209976867,True,0
40,19.562763369873327,2.0851115011011685,2458679.7561227,i,i,-314.8738772999495,True,0
41,19.55783437457829,0.7596095619640135,2458688.844456,i,i,-305.78554400010034,True,0
42,19.43819202314073,-1.0617680027163008,2458692.8077083,i,i,-301.8222916997038,True,0
43,19.435804978716604,-8.091365867170412,2458703.6612847,i,i,-290.9687152998522,True,0
44,19.390354062800803,16.238465327147328,2458710.7414236,i,i,-283.8885764000006,True,0
45,19.34362166332961,-5.114204885433906,2458719.6478356,i,i,-274.9821643996984,True,0
46,19.60252112378136,-3.2077129976766527,2458725.7275579,i,i,-268.9024420999922,True,0
47,19.488361703518063,4.05642166988183,2458733.6419676,i,i,-260.98803239967674,True,0
