,mag,mag_err,jd,band,filter,phase,sub,site
112,17.364939,0.013576,2459007.5805116063,V,V,12.950511606410146,True,8
113,17.515211,0.010382,2459009.5295769507,V,V,14.8995769508183,True,8
114,17.609435,0.013464,2459010.532331625,V,V,15.902331625111401,True,8
115,17.9213,0.015708,2459013.503652241,V,V,18.873652241192758,True,8
116,17.93217,0.028603,2459013.68999658,V,V,19.059996580239385,True,1
117,17.955029,0.036402,2459014.8293456896,V,V,20.19934568973258,True,1
118,18.015214,0.060829,2459015.86209538,V,V,21.232095380313694,True,1
119,18.188844,0.032894,2459017.7203915417,V,V,23.090391541831195,True,1
120,18.258741,0.12815,2459018.496809457,V,V,23.86680945707485,True,8
121,,,2459018.911779167,V,V,24.281779167242348,False,1
122,18.30676,0.049732,2459019.7935862066,V,V,25.16358620673418,True,1
123,18.585876,0.014537,2459021.544380506,V,V,26.9143805061467,True,8
124,,,2459021.6534786224,V,V,27.023478622548282,False,1
125,,,2459021.741919743,V,V,27.11191974300891,False,1
126,18.588656,0.062898,2459022.6363456384,V,V,28.006345638539642,True,1
127,18.866356,0.067661,2459026.872217753,V,V,32.242217753082514,True,1
128,19.552732,0.035316,2459038.5440370003,V,V,43.91403700038791,True,5
129,19.828417,0.029873,2459049.4612454968,V,V,54.83124549686909,True,5
130,19.9113366151316,0.1528376637922559,2458994.8144676,r,r,0.18446760019287467,True,0
131,18.970576481838364,0.0677046192426551,2458995.7760417,r,r,1.1460417001508176,True,0
132,18.927616521230533,0.074626241497057,2458995.7869792,r,r,1.1569791999645531,True,0
133,18.422821122592445,0.0507398155863021,2458996.8069907,r,r,2.176990699954331,True,0
134,18.426707998309315,0.0468769820977579,2458996.8079282,r,r,2.177928199991584,True,0
135,17.981220920591873,0.0447472509949072,2458997.8014815,r,r,3.17148149991408,True,0
136,17.972736870355575,0.0423583229675399,2458997.802419,r,r,3.172418999951333,True,0
137,17.704656068619197,0.0410601289077459,2458998.8111111,r,r,4.181111100129783,True,0
138,17.733044164752698,0.0390660967529324,2458998.8121181,r,r,4.182118100114167,True,0
139,17.64562440909534,0.0305166656801007,2458999.8106829,r,r,5.1806828998960555,True,0
140,17.559693785306838,0.0303513009586366,2458999.8505903,r,r,5.220590299926698,True,0
141,17.57040173578062,0.0347607701043982,2458999.8515278,r,r,5.221527799963951,True,0
142,17.357810339332502,0.0317940509489323,2459000.8448495,r,r,6.214849499985576,True,0
143,17.40467308754112,0.0375023488969007,2459011.7598264,r,r,17.12982639996335,True,0
144,17.570173054430818,0.0302951496268612,2459013.815,r,r,19.18500000005588,True,0
145,17.63596226870462,0.0358965382456142,2459014.7615856,r,r,20.13158560032025,True,0
146,17.716472174346045,0.0368010701081307,2459015.818044,r,r,21.188043999951333,True,0
147,17.781167387942375,0.0395432965163693,2459016.7578009,r,r,22.12780090002343,True,0
