index,field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,flux_corr,mag,mag_err,islimit,lim,plot_mag,plot_err
1540,681,4,3,ZTF_r,1240314461515,0,1.3702,165.346,5.30115,26.1891,2.5075e-06,0.0257844,0.0863112,5.17239e-06,1595,30.0,0.066455,0.077423,20.7884,26.1891,1,2458994.8144676,681120215,277.824591118405,45.66946318188045,12.5284233692166,3.42762802848202,82.2812548088909,47.373948796125,1.74854378617577,1.0241050187144,3.03641650079791,17.1880001068115,0.137999996542931,8.93099975585938,0.83899998664856,2458157.033507,2458218.002708,0,324.4183072829717,19.911336615131596,0.15283766379225597,False,20.292610222268426,19.911336615131596,0.15283766379225597
1543,681,4,3,ZTF_r,1241276041515,0,1.6333,163.688,5.53371,26.1773,2.6252e-06,0.0263146,0.0870896,5.4056e-06,1595,30.0,0.052785,0.073987,20.6844,26.1773,1,2458995.7760417,681120215,716.695993166724,47.59900445989861,28.7895583646469,2.95451493346961,432.280311504432,49.4124889619988,8.80732287354138,1.0252542607253,3.03641650079791,17.1880001068115,0.137999996542931,8.93099975585938,0.83899998664856,2458157.033507,2458218.002708,0,763.2897093312906,18.970576481838364,0.06770461924265511,False,20.235880315451887,18.970576481838364,0.06770461924265511
1544,681,4,3,ZTF_r,1241286971515,0,1.4105,165.394,5.46182,26.1777,2.4982e-06,0.025704,0.0868027,5.1499e-06,1595,30.0,0.067335,0.07777,20.7358,26.1777,3,2458995.7869792,681120215,747.795594254277,54.60282630744887,29.6110146351068,3.77799533426535,343.79336262019,49.3950063067494,7.0069599454685,1.02291951118639,3.03641650079791,17.1880001068115,0.137999996542931,8.93099975585938,0.83899998664856,2458157.033507,2458218.002708,0,794.3893104188437,18.927616521230533,0.07462624149705704,False,20.087237181941997,18.927616521230533,0.07462624149705704
1548,681,4,3,ZTF_r,1242306991515,0,1.6179,165.732,5.33386,26.1778,2.1208e-06,0.0237636,0.0904554,4.34099e-06,1598,30.0,0.050525,0.064299,20.7292,26.1778,3,2458996.8069907,681120215,1218.11802657254,59.10586773170448,42.920885782206,3.50517902995349,926.136124712491,51.9479739846952,17.9482207539466,1.02934774409052,3.03641650079791,17.1880001068115,0.137999996542931,8.93099975585938,0.83899998664856,2458157.033507,2458218.002708,0,1264.7117427371068,18.422821122592445,0.05073981558630212,False,20.001298495205376,18.422821122592445,0.05073981558630212
1549,681,4,3,ZTF_r,1242307921515,0,1.5782,166.64,5.28918,26.1741,1.9559e-06,0.0227754,0.0882186,3.99856e-06,1596,30.0,0.054575,0.059956,20.7297,26.1741,1,2458996.8079282,681120215,1209.31131629412,54.2258798222805,43.6707627955074,3.09890979090882,932.000817198078,50.2240362758738,18.6818496858886,1.02957458052191,3.03641650079791,17.1880001068115,0.137999996542931,8.93099975585938,0.83899998664856,2458157.033507,2458218.002708,0,1255.9050324586867,18.426707998309315,0.046876982097757924,False,20.091158471083766,18.426707998309315,0.046876982097757924
1552,681,4,3,ZTF_r,1243301481515,0,1.2921,165.69,5.32472,26.1803,2.7558e-06,0.0269988,0.0862657,5.63302e-06,1593,30.0,0.078851,0.091237,20.7838,26.1803,3,2458997.8014815,681120215,1857.25147676212,78.46719968991255,64.5806354408288,6.0163058856401,1470.20937321296,49.0006076452551,30.2059788451059,1.02093146233134,3.03641650079791,17.1880001068115,0.137999996542931,8.93099975585938,0.83899998664856,2458157.033507,2458218.002708,0,1903.8451929266869,17.981220920591873,0.04474725099490724,False,19.696154604320938,17.981220920591873,0.04474725099490724
1553,681,4,3,ZTF_r,1243302411515,0,1.4112,164.719,5.3264,26.1856,2.1124e-06,0.0236014,0.0843159,4.32354e-06,1591,30.0,0.058757,0.076364,20.7759,26.1856,1,2458997.802419,681120215,1881.57597473177,75.22707424077433,63.3182974808854,5.17909265082677,1573.27562573144,50.8823890919632,31.1280927616503,1.02220319791778,3.03641650079791,17.1880001068115,0.137999996542931,8.93099975585938,0.83899998664856,2458157.033507,2458218.002708,0,1928.1696908963368,17.972736870355575,0.04235832296753995,False,19.747239560645347,17.972736870355575,0.04235832296753995
1556,681,4,3,ZTF_r,1244311111515,0,1.4909,165.396,5.49097,26.1771,2.3667e-06,0.0247717,0.0879459,4.8971e-06,1570,30.0,0.051096,0.07587,20.7197,26.1771,3,2458998.8111111,681120215,2402.34305660952,92.61643140556632,74.2229253604307,6.61717421199094,1943.15748654298,52.0721493852254,37.5679665062815,1.02801223026344,3.03641650079791,17.1880001068115,0.137999996542931,8.93099975585938,0.83899998664856,2458157.033507,2458218.002708,0,2448.9367727740864,17.704656068619197,0.04106012890774596,False,19.51295488110219,17.704656068619197,0.04106012890774596
1557,681,4,3,ZTF_r,1244312111515,0,1.5682,166.752,5.48257,26.1746,1.8582e-06,0.0219691,0.0900013,3.83669e-06,1572,30.0,0.049791,0.062648,20.6975,26.1746,1,2458998.8121181,681120215,2333.6549699405,85.6470714446172,70.8748942142456,5.46798088938645,1950.17101828923,54.6129494234798,35.9494506893678,1.02879637458516,3.03641650079791,17.1880001068115,0.137999996542931,8.93099975585938,0.83899998664856,2458157.033507,2458218.002708,0,2380.2486861050666,17.733044164752698,0.03906609675293247,False,19.595393695167278,17.733044164752698,0.03906609675293247
1560,681,4,3,ZTF_r,1245310681515,0,2.6778,167.277,5.82887,26.1858,2.4033e-06,0.0251767,0.0951482,4.9362e-06,1592,30.0,0.064929,0.065935,20.2581,26.1858,1,2458999.8106829,681120215,2559.98134862181,73.26515595668492,63.185526492056,2.64269455258276,2400.97096269826,61.8091157278607,39.1065559150548,1.05893489393909,3.03641650079791,17.1880001068115,0.137999996542931,8.93099975585938,0.83899998664856,2458157.033507,2458218.002708,0,2606.5750647863765,17.64562440909534,0.03051666568010076,False,19.77613129313032,17.64562440909534,0.03051666568010076
