index,field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,flux_corr,mag,mag_err,islimit,lim,plot_mag,plot_err
1541,681,4,3,ZTF_g,1240413131515,0,1.9345,148.594,4.35913,26.3015,2.6216e-06,0.0262262,-0.0908522,5.42259e-06,1591,30.0,0.066494,0.051022,20.8665,26.3015,1,2458994.9131366,681120115,440.481235238562,26.519010021311043,20.6347255335584,1.24723296806711,418.771759049237,40.9695858463308,10.2903703376876,1.02599159060225,3.17019297236216,17.9819995880127,0.0939999967813492,6.60300016403198,0.333999991416931,2458203.899757,2458206.024595,0,418.79929042385334,19.74648515705597,0.06874818042551661,False,20.99518172058856,19.74648515705597,0.06874818042551661
1542,681,4,3,ZTF_g,1240414071515,0,2.0518,149.044,4.37154,26.3091,2.8722e-06,0.0275055,-0.101751,5.91605e-06,1593,30.0,0.069462,0.05074,20.8252,26.3091,3,2458994.9140741,681120115,439.093817797443,27.03759847153221,22.0160933249125,1.48522583872292,483.245022391686,37.2361061401798,13.0652679845058,1.02631713280976,3.17019297236216,17.9819995880127,0.0939999967813492,6.60300016403198,0.333999991416931,2458203.899757,2458206.024595,0,417.41187298273434,19.75768800474595,0.07032555267481991,False,20.981754703759588,19.75768800474595,0.07032555267481991
1545,681,4,3,ZTF_g,1241322011515,0,1.6531,148.44,4.38597,26.2809,2.516e-06,0.0259439,-0.0752539,5.15892e-06,1610,30.0,0.060131,0.053916,20.8793,26.2809,3,2458995.8220139,681120115,767.268713806375,31.885242016128604,36.6092167133944,1.87049145055082,697.529620746299,37.4580048958297,18.7470615380401,1.0244353945919,3.17019297236216,17.9819995880127,0.0939999967813492,6.60300016403198,0.333999991416931,2458203.899757,2458206.024595,0,745.5867689916663,19.099654518684858,0.046430286449058174,False,20.774500694839514,19.099654518684858,0.046430286449058174
1546,681,4,3,ZTF_g,1241322931515,0,1.7863,147.29,4.35482,26.2843,2.6321e-06,0.0265485,-0.0792562,5.41209e-06,1608,30.0,0.062046,0.052322,20.8763,26.2843,1,2458995.8229398,681120115,747.971713918936,28.991607207112434,37.4480480224328,1.70264067037795,720.140817410013,34.4580859090816,21.0397933640716,1.02507125192123,3.17019297236216,17.9819995880127,0.0939999967813492,6.60300016403198,0.333999991416931,2458203.899757,2458206.024595,0,726.2897691042273,19.131525183734176,0.04333833310578403,False,20.88119425916912,19.131525183734176,0.04333833310578403
1550,681,4,3,ZTF_g,1242330051515,0,1.5314,147.827,4.46292,26.2869,2.6241e-06,0.0264162,-0.0721274,5.39217e-06,1600,30.0,0.054934,0.064343,20.8809,26.2869,1,2458996.8300579,681120115,1363.48764029582,41.94071308510215,57.7624428310611,2.55123644627625,1240.14028553987,38.5187143820983,32.4126264788987,1.01912518244084,3.17019297236216,17.9819995880127,0.0939999967813492,6.60300016403198,0.333999991416931,2458203.899757,2458206.024595,0,1341.8056954811113,18.46767592258209,0.03393563788695098,False,20.482885463757224,18.46767592258209,0.03393563788695098
1551,681,4,3,ZTF_g,1242330991515,0,1.6483,147.967,4.47634,26.2881,2.6132e-06,0.0263635,-0.076583,5.35929e-06,1601,30.0,0.055804,0.057306,20.8685,26.2881,3,2458996.8309954,681120115,1394.12291380362,46.30524407953479,56.4037764494926,2.83638374591812,1267.55534208704,40.8052131633694,31.2727786799118,1.02056253361972,3.17019297236216,17.9819995880127,0.0939999967813492,6.60300016403198,0.333999991416931,2458203.899757,2458206.024595,0,1372.4409689889112,18.444365815543875,0.03663079479053143,False,20.376599544777193,18.444365815543875,0.03663079479053143
1554,681,4,3,ZTF_g,1243384521515,0,1.7696,147.198,4.11356,26.2831,2.7003e-06,0.0268681,-0.0804836,5.52229e-06,1601,30.0,0.066984,0.053177,20.9274,26.2831,3,2458997.8845255,681120115,2066.8660407804,56.10635797067714,73.9153813850467,3.25356538639882,2069.10288295237,42.4349715388993,49.087776764625,1.0246875461394,3.17019297236216,17.9819995880127,0.0939999967813492,6.60300016403198,0.333999991416931,2458203.899757,2458206.024595,0,2045.1840959656913,18.006268982878122,0.02978444481791337,False,20.163144793456095,18.006268982878122,0.02978444481791337
1555,681,4,3,ZTF_g,1243385461515,0,2.5259,147.708,4.12225,26.3268,3.062e-06,0.0284507,-0.135771,6.30092e-06,1600,30.0,0.086169,0.055811,20.7938,26.3268,1,2458997.885463,681120115,2076.64518512074,50.906293003276225,69.4331070924776,2.34121848734727,2139.20792250275,45.4391723468408,47.3955730201513,1.02800550421465,3.17019297236216,17.9819995880127,0.0939999967813492,6.60300016403198,0.333999991416931,2458203.899757,2458206.024595,0,2054.963240306031,18.044789856215566,0.026895353274264018,False,20.312446307008447,18.044789856215566,0.026895353274264018
1558,681,4,3,ZTF_g,1244364021515,0,1.9832,147.542,3.78711,26.2921,2.7871e-06,0.0271102,-0.0928102,5.73688e-06,1594,30.0,0.079189,0.050017,20.9696,26.2921,1,2458998.8640278,681120115,2634.10139993366,66.22024567904423,88.5735983013189,4.00696520627387,2592.41608015703,41.471036191509,62.9325040145891,1.02535141859465,3.17019297236216,17.9819995880127,0.0939999967813492,6.60300016403198,0.333999991416931,2458203.899757,2458206.024595,0,2612.419455118951,17.749492726591342,0.027520588469382958,False,19.99219801999935,17.749492726591342,0.027520588469382958
1559,681,4,3,ZTF_g,1244365081515,0,1.9302,148.39,3.78816,26.3005,2.8474e-06,0.0273587,-0.0988286,5.84961e-06,1591,30.0,0.076296,0.050753,20.9762,26.3005,3,2458998.865081,681120115,2718.68088367558,67.66613223326212,92.0110901394265,4.23835167764545,2783.18781404331,40.5208159594872,69.147984258331,1.02437721626517,3.17019297236216,17.9819995880127,0.0939999967813492,6.60300016403198,0.333999991416931,2458203.899757,2458206.024595,0,2696.998938860871,17.723298061052567,0.027239580523039465,False,19.97714660638772,17.723298061052567,0.027239580523039465
